0.475,0.475
0.472831,0.472831
0.466357,0.466357
0.45567,0.45567
0.440926,0.440926
0.422337,0.422337
0.400173,0.400173
0.374753,0.374753
0.346441,0.346441
0.315645,0.315645
0.282802,0.282802
0.24838,0.24838
0.212867,0.212867
0.176759,0.176759
0.140562,0.140562
0.104775,0.104775
0.0698862,0.0698862
0.0363672,0.0363672
0.00466194,0.00466194
-0.0248179,-0.0248179
-0.0516999,-0.0516999
-0.0756563,-0.0756563
-0.0964093,-0.0964093
-0.113735,-0.113735
-0.127468,-0.127468
-0.1375,-0.1375
-0.143787,-0.143787
-0.146345,-0.146345
-0.145253,-0.145253
-0.140648,-0.140648
-0.132725,-0.132725
-0.121735,-0.121735
-0.107977,-0.107977
-0.0917959,-0.0917959
-0.0735761,-0.0735761
-0.0537353,-0.0537353
-0.0327175,-0.0327175
-0.0109856,-0.0109856
0.0109856,0.0109856
0.0327175,0.0327175
0.0537353,0.0537353
0.0735761,0.0735761
0.0917959,0.0917959
0.107977,0.107977
0.121735,0.121735
0.132725,0.132725
0.140648,0.140648
0.145253,0.145253
0.146345,0.146345
0.143787,0.143787
0.1375,0.1375
0.127468,0.127468
0.113735,0.113735
0.0964093,0.0964093
0.0756563,0.0756563
0.0516999,0.0516999
0.0248179,0.0248179
-0.00466194,-0.00466194
-0.0363672,-0.0363672
-0.0698862,-0.0698862
-0.104775,-0.104775
-0.140562,-0.140562
-0.176759,-0.176759
-0.212867,-0.212867
-0.24838,-0.24838
-0.282802,-0.282802
-0.315645,-0.315645
-0.346441,-0.346441
-0.374753,-0.374753
-0.400173,-0.400173
-0.422337,-0.422337
-0.440926,-0.440926
-0.45567,-0.45567
-0.466357,-0.466357
-0.472831,-0.472831
-0.475,-0.475
-0.472831,-0.472831
-0.466357,-0.466357
-0.45567,-0.45567
-0.440926,-0.440926
-0.422337,-0.422337
-0.400173,-0.400173
-0.374753,-0.374753
-0.346441,-0.346441
-0.315645,-0.315645
-0.282802,-0.282802
-0.24838,-0.24838
-0.212867,-0.212867
-0.176759,-0.176759
-0.140562,-0.140562
-0.104775,-0.104775
-0.0698862,-0.0698862
-0.0363672,-0.0363672
-0.00466194,-0.00466194
0.0248179,0.0248179
0.0516999,0.0516999
0.0756563,0.0756563
0.0964093,0.0964093
0.113735,0.113735
0.127468,0.127468
0.1375,0.1375
0.143787,0.143787
0.146345,0.146345
0.145253,0.145253
0.140648,0.140648
0.132725,0.132725
0.121735,0.121735
0.107977,0.107977
0.0917959,0.0917959
0.0735761,0.0735761
0.0537353,0.0537353
0.0327175,0.0327175
0.0109856,0.0109856
-0.0109856,-0.0109856
-0.0327175,-0.0327175
-0.0537353,-0.0537353
-0.0735761,-0.0735761
-0.0917959,-0.0917959
-0.107977,-0.107977
-0.121735,-0.121735
-0.132725,-0.132725
-0.140648,-0.140648
-0.145253,-0.145253
-0.146345,-0.146345
-0.143787,-0.143787
-0.1375,-0.1375
-0.127468,-0.127468
-0.113735,-0.113735
-0.0964093,-0.0964093
-0.0756563,-0.0756563
-0.0516999,-0.0516999
-0.0248179,-0.0248179
0.00466194,0.00466194
0.0363672,0.0363672
0.0698862,0.0698862
0.104775,0.104775
0.140562,0.140562
0.176759,0.176759
0.212867,0.212867
0.24838,0.24838
0.282802,0.282802
0.315645,0.315645
0.346441,0.346441
0.374753,0.374753
0.400173,0.400173
0.422337,0.422337
0.440926,0.440926
0.45567,0.45567
0.466357,0.466357
0.472831,0.472831
0.475,0.475
0.472831,0.472831
0.466357,0.466357
0.45567,0.45567
0.440926,0.440926
0.422337,0.422337
0.400173,0.400173
0.374753,0.374753
0.346441,0.346441
0.315645,0.315645
0.282802,0.282802
0.24838,0.24838
0.212867,0.212867
0.176759,0.176759
0.140562,0.140562
0.104775,0.104775
0.0698862,0.0698862
0.0363672,0.0363672
0.00466194,0.00466194
-0.0248179,-0.0248179
-0.0516999,-0.0516999
-0.0756563,-0.0756563
-0.0964093,-0.0964093
-0.113735,-0.113735
-0.127468,-0.127468
-0.1375,-0.1375
-0.143787,-0.143787
-0.146345,-0.146345
-0.145253,-0.145253
-0.140648,-0.140648
-0.132725,-0.132725
-0.121735,-0.121735
-0.107977,-0.107977
-0.0917959,-0.0917959
-0.0735761,-0.0735761
-0.0537353,-0.0537353
-0.0327175,-0.0327175
-0.0109856,-0.0109856
0.0109856,0.0109856
0.0327175,0.0327175
0.0537353,0.0537353
0.0735761,0.0735761
0.0917959,0.0917959
0.107977,0.107977
0.121735,0.121735
0.132725,0.132725
0.140648,0.140648
0.145253,0.145253
0.146345,0.146345
0.143787,0.143787
0.1375,0.1375
0.127468,0.127468
0.113735,0.113735
0.0964093,0.0964093
0.0756563,0.0756563
0.0516999,0.0516999
0.0248179,0.0248179
-0.00466194,-0.00466194
-0.0363672,-0.0363672
-0.0698862,-0.0698862
-0.104775,-0.104775
-0.140562,-0.140562
-0.176759,-0.176759
-0.212867,-0.212867
-0.24838,-0.24838
-0.282802,-0.282802
-0.315645,-0.315645
-0.346441,-0.346441
-0.374753,-0.374753
-0.400173,-0.400173
-0.422337,-0.422337
-0.440926,-0.440926
-0.45567,-0.45567
-0.466357,-0.466357
-0.472831,-0.472831
-0.475,-0.475
-0.472831,-0.472831
-0.466357,-0.466357
-0.45567,-0.45567
-0.440926,-0.440926
-0.422337,-0.422337
-0.400173,-0.400173
-0.374753,-0.374753
-0.346441,-0.346441
-0.315645,-0.315645
-0.282802,-0.282802
-0.24838,-0.24838
-0.212867,-0.212867
-0.176759,-0.176759
-0.140562,-0.140562
-0.104775,-0.104775
-0.0698862,-0.0698862
-0.0363672,-0.0363672
-0.00466194,-0.00466194
0.0248179,0.0248179
0.0516999,0.0516999
0.0756563,0.0756563
0.0964093,0.0964093
0.113735,0.113735
0.127468,0.127468
0.1375,0.1375
0.143787,0.143787
0.146345,0.146345
0.145253,0.145253
0.140648,0.140648
0.132725,0.132725
0.121735,0.121735
0.107977,0.107977
0.0917959,0.0917959
0.0735761,0.0735761
0.0537353,0.0537353
0.0327175,0.0327175
0.0109856,0.0109856
-0.0109856,-0.0109856
-0.0327175,-0.0327175
-0.0537353,-0.0537353
-0.0735761,-0.0735761
-0.0917959,-0.0917959
-0.107977,-0.107977
-0.121735,-0.121735
-0.132725,-0.132725
-0.140648,-0.140648
-0.145253,-0.145253
-0.146345,-0.146345
-0.143787,-0.143787
-0.1375,-0.1375
-0.127468,-0.127468
-0.113735,-0.113735
-0.0964093,-0.0964093
-0.0756563,-0.0756563
-0.0516999,-0.0516999
-0.0248179,-0.0248179
0.00466194,0.00466194
0.0363672,0.0363672
0.0698862,0.0698862
0.104775,0.104775
